country (income_per_person_gdpperc.csv),Region,Year 1,Income,Life Expectancy,Population
Gabon,AFRICA SUB SAHARAN,1854,393,30.6,305000
Ethiopia,AFRICA SUB SAHARAN,1854,530,29.7,18400000
Eritrea,AFRICA SUB SAHARAN,1854,582,30.2,689000
Equatorial Guinea,AFRICA SUB SAHARAN,1854,382,29.8,111000
Cote d'Ivoire,AFRICA SUB SAHARAN,1854,1010,31.2,1070000
"Congo, Rep.",AFRICA SUB SAHARAN,1854,670,32.7,508000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1854,606,31.6,8240000
Comoros,AFRICA SUB SAHARAN,1854,735,32.1,61600
Chad,AFRICA SUB SAHARAN,1854,494,30.9,1800000
Central African Republic,AFRICA SUB SAHARAN,1854,501,30,933000
Cape Verde,AFRICA SUB SAHARAN,1854,613,33.8,80600
Cameroon,AFRICA SUB SAHARAN,1854,740,28.8,2810000
Burundi,AFRICA SUB SAHARAN,1854,439,31.5,1440000
Burkina Faso,AFRICA SUB SAHARAN,1854,500,29.2,1880000
Botswana,AFRICA SUB SAHARAN,1854,469,33.6,104000
Benin,AFRICA SUB SAHARAN,1854,705,31,809000
Angola,AFRICA SUB SAHARAN,1854,783,27,2510000
Tunisia,AFRICA NORTH,1854,934,28.8,1160000
Morocco,AFRICA NORTH,1854,845,33.1,2960000
Libya,AFRICA NORTH,1854,1600,33.1,280000
Egypt,AFRICA NORTH,1854,1860,33,5900000
Djibouti,AFRICA NORTH,1854,892,29.9,40400
Algeria,AFRICA NORTH,1854,1060,28.8,2950000
North Macedonia,,1854,898,36.1,529000
Eswatini,,1854,579,32.3,68900
United Kingdom,EUROPE WEST,1855,4660,41,28000000
Switzerland,EUROPE WEST,1855,5030,38,2440000
Sweden,EUROPE WEST,1855,1900,43.1,3640000
Spain,EUROPE WEST,1855,2240,29.5,15300000
Portugal,EUROPE WEST,1855,1590,35.6,3910000
Poland,EUROPE WEST,1855,1420,35.9,13900000
Norway,EUROPE WEST,1855,3590,50.4,1490000
Netherlands,EUROPE WEST,1855,4320,34.5,3200000
Malta,EUROPE WEST,1855,1080,28.7,165000
Luxembourg,EUROPE WEST,1855,2200,36.9,198000
Italy,EUROPE WEST,1855,2740,29.7,25200000
Ireland,EUROPE WEST,1855,3050,38.3,6320000
Iceland,EUROPE WEST,1855,1360,38.1,62900
Greece,EUROPE WEST,1855,2420,36.6,3190000
Germany,EUROPE WEST,1855,2870,38.4,34900000
France,EUROPE WEST,1855,2660,37.5,36800000
Denmark,EUROPE WEST,1855,3310,46.2,1590000
Cyprus,EUROPE WEST,1855,1300,38.5,185000
Belgium,EUROPE WEST,1855,3400,37.5,4590000
Austria,EUROPE WEST,1855,2970,34.4,4090000
Andorra,EUROPE WEST,1855,1880,,3390
Ukraine,EUROPE EAST,1855,980,36.6,15500000
Turkey,EUROPE EAST,1855,1370,35,11300000
Slovenia,EUROPE EAST,1855,1840,36.6,639000
Slovak Republic,EUROPE EAST,1855,1860,36.4,2430000
Serbia,EUROPE EAST,1855,1770,35.5,2000000
Russia,EUROPE EAST,1855,1840,27.5,43200000
Romania,EUROPE EAST,1855,610,35.7,8270000
Montenegro,EUROPE EAST,1855,1380,35.4,218000
Moldova,EUROPE EAST,1855,753,33.1,981000
Lithuania,EUROPE EAST,1855,1630,28.9,1300000
Latvia,EUROPE EAST,1855,964,33,1040000
Hungary,EUROPE EAST,1855,2010,36,5340000
Georgia,EUROPE EAST,1855,643,31.9,1480000
Finland,EUROPE EAST,1855,1540,31.9,1680000
Estonia,EUROPE EAST,1855,1200,39.4,509000
Czech Republic,EUROPE EAST,1855,2500,35,7050000
Croatia,EUROPE EAST,1855,1760,36.1,1670000
Bulgaria,EUROPE EAST,1855,1300,38.2,2520000
Bosnia and Herzegovina,EUROPE EAST,1855,783,35.1,1060000
Belarus,EUROPE EAST,1855,753,36.2,3240000
Azerbaijan,EUROPE EAST,1855,945,29.2,1210000
Armenia,EUROPE EAST,1855,590,34,568000
Albania,EUROPE EAST,1855,724,35.4,525000
Vietnam,EAST ASIA PACIFIC,1855,755,32,6900000
Vanuatu,EAST ASIA PACIFIC,1855,661,24.3,38900
Tonga,EAST ASIA PACIFIC,1855,748,28.2,18700
Timor-Leste,EAST ASIA PACIFIC,1855,581,28.9,216000
Thailand,EAST ASIA PACIFIC,1855,832,30.4,5370000
South Korea,EAST ASIA PACIFIC,1855,464,25.8,9540000
Solomon Islands,EAST ASIA PACIFIC,1855,412,25.1,82100
Singapore,EAST ASIA PACIFIC,1855,1420,34,61900
Samoa,EAST ASIA PACIFIC,1855,1580,25.4,45300
Philippines,EAST ASIA PACIFIC,1855,1150,30.9,3890000
Papua New Guinea,EAST ASIA PACIFIC,1855,617,31.5,790000
North Korea,EAST ASIA PACIFIC,1855,246,26,4500000
New Zealand,EAST ASIA PACIFIC,1855,2620,34,109000
Myanmar,EAST ASIA PACIFIC,1855,593,30.8,3980000
Mongolia,EAST ASIA PACIFIC,1855,630,31.8,652000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1855,536,26.7,19500
Marshall Islands,EAST ASIA PACIFIC,1855,557,,13100
Malaysia,EAST ASIA PACIFIC,1855,1200,30.6,585000
Lao,EAST ASIA PACIFIC,1855,942,31.9,651000
Kiribati,EAST ASIA PACIFIC,1855,578,24.9,21100
Japan,EAST ASIA PACIFIC,1855,1090,36.4,32600000
Indonesia,EAST ASIA PACIFIC,1855,822,30,23000000
Fiji,EAST ASIA PACIFIC,1855,886,26.1,135000
China,EAST ASIA PACIFIC,1855,701,27,394000000
Cambodia,EAST ASIA PACIFIC,1855,406,35,2260000
Brunei,EAST ASIA PACIFIC,1855,1710,29.2,4670
Australia,EAST ASIA PACIFIC,1855,4550,34,900000
Yemen,ASIA WEST,1855,1030,23.4,2760000
Uzbekistan,ASIA WEST,1855,561,26.9,2640000
United Arab Emirates,ASIA WEST,1855,1230,30.7,40000
Turkmenistan,ASIA WEST,1855,1210,24,505000
Tajikistan,ASIA WEST,1855,683,24.2,642000
Syria,ASIA WEST,1855,604,31.1,1500000
Sri Lanka,ASIA WEST,1855,908,32.6,2060000
Saudi Arabia,ASIA WEST,1855,2470,32.1,2230000
Qatar,ASIA WEST,1855,1350,30.8,14100
Palestine,ASIA WEST,1855,680,32.1,174000
Pakistan,ASIA WEST,1855,1020,25.8,15300000
Oman,ASIA WEST,1855,1060,32.3,350000
Nepal,ASIA WEST,1855,621,32.8,4420000
Maldives,ASIA WEST,1855,842,32.6,51800
Lebanon,ASIA WEST,1855,2760,29.7,426000
Kyrgyz Republic,ASIA WEST,1855,693,23.9,730000
Kuwait,ASIA WEST,1855,1350,26,81400
Kazakhstan,ASIA WEST,1855,1460,26.2,2810000
Jordan,ASIA WEST,1855,1340,31.7,288000
Israel,ASIA WEST,1855,887,32,218000
Iraq,ASIA WEST,1855,4090,31.2,1280000
Iran,ASIA WEST,1855,1630,25.6,7740000
India,ASIA WEST,1855,773,25.4,241000000
Bhutan,ASIA WEST,1855,676,28.8,330000
Bangladesh,ASIA WEST,1855,879,25.5,22900000
Bahrain,ASIA WEST,1855,1620,30.3,64400
Afghanistan,ASIA WEST,1855,681,27.6,3840000
Venezuela,AMERICA SOUTH,1855,2390,32.2,1410000
Uruguay,AMERICA SOUTH,1855,2670,32.9,172000
Suriname,AMERICA SOUTH,1855,2080,32.9,86100
Peru,AMERICA SOUTH,1855,1380,35.7,2900000
Paraguay,AMERICA SOUTH,1855,1300,35.5,358000
Guyana,AMERICA SOUTH,1855,1540,31.1,137000
Ecuador,AMERICA SOUTH,1855,731,32.9,863000
Colombia,AMERICA SOUTH,1855,842,32,2370000
Chile,AMERICA SOUTH,1855,1240,32,1540000
Brazil,AMERICA SOUTH,1855,1070,32,7810000
Bolivia,AMERICA SOUTH,1855,1290,33,1410000
Argentina,AMERICA SOUTH,1855,2290,33.2,1200000
United States,AMERICA NORTH,1855,3240,39.4,27500000
Trinidad and Tobago,AMERICA NORTH,1855,1490,38.8,89200
St. Vincent and the Grenadines,AMERICA NORTH,1855,1060,26,31000
St. Lucia,AMERICA NORTH,1855,984,28,25600
Panama,AMERICA NORTH,1855,1260,32.9,122000
Nicaragua,AMERICA NORTH,1855,1420,25.4,313000
Mexico,AMERICA NORTH,1855,1170,26.9,8210000
Jamaica,AMERICA NORTH,1855,1050,34.2,420000
Honduras,AMERICA NORTH,1855,1060,33.9,365000
Haiti,AMERICA NORTH,1855,907,29,990000
Guatemala,AMERICA NORTH,1855,1140,25.8,906000
Grenada,AMERICA NORTH,1855,1120,37.3,32500
El Salvador,AMERICA NORTH,1855,1310,28.7,398000
Dominican Republic,AMERICA NORTH,1855,809,29.9,166000
Dominica,AMERICA NORTH,1855,842,,24200
Cuba,AMERICA NORTH,1855,1400,36.5,1290000
Costa Rica,AMERICA NORTH,1855,1150,30.2,111000
Canada,AMERICA NORTH,1855,2350,41.3,2890000
Belize,AMERICA NORTH,1855,735,26.5,26000
Barbados,AMERICA NORTH,1855,1160,32.1,144000
Bahamas,AMERICA NORTH,1855,1840,35.2,31500
Antigua and Barbuda,AMERICA NORTH,1855,961,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1855,928,33.7,700000
Zambia,AFRICA SUB SAHARAN,1855,758,32.6,1600000
Uganda,AFRICA SUB SAHARAN,1855,551,25.3,3020000
Togo,AFRICA SUB SAHARAN,1855,810,31.3,524000
Tanzania,AFRICA SUB SAHARAN,1855,619,32.2,5440000
Sudan,AFRICA SUB SAHARAN,1855,615,31.4,4710000
South Sudan,AFRICA SUB SAHARAN,1855,602,26.7,1260000
South Africa,AFRICA SUB SAHARAN,1855,2160,33.5,3180000
Somalia,AFRICA SUB SAHARAN,1855,731,29.4,1480000
Sierra Leone,AFRICA SUB SAHARAN,1855,872,25.1,801000
Seychelles,AFRICA SUB SAHARAN,1855,984,37,14300
Senegal,AFRICA SUB SAHARAN,1855,590,25.2,958000
Sao Tome and Principe,AFRICA SUB SAHARAN,1855,942,31,29100
Rwanda,AFRICA SUB SAHARAN,1855,462,31.8,1520000
Nigeria,AFRICA SUB SAHARAN,1855,1030,30.4,13900000
Niger,AFRICA SUB SAHARAN,1855,530,30.8,1020000
Namibia,AFRICA SUB SAHARAN,1855,913,32.4,124000
Mozambique,AFRICA SUB SAHARAN,1855,403,30.3,4730000
Mauritius,AFRICA SUB SAHARAN,1855,1120,29.7,242000
Mauritania,AFRICA SUB SAHARAN,1855,626,32,293000
Mali,AFRICA SUB SAHARAN,1855,612,26.4,1560000
Malawi,AFRICA SUB SAHARAN,1855,353,30.3,2150000
Madagascar,AFRICA SUB SAHARAN,1855,680,30.5,2660000
Liberia,AFRICA SUB SAHARAN,1855,878,31.1,342000
Lesotho,AFRICA SUB SAHARAN,1855,362,32.8,187000
Kenya,AFRICA SUB SAHARAN,1855,1010,25.5,3450000
Guinea-Bissau,AFRICA SUB SAHARAN,1855,585,32,215000
Guinea,AFRICA SUB SAHARAN,1855,485,30.1,1070000
Ghana,AFRICA SUB SAHARAN,1855,727,28,2030000
Gambia,AFRICA SUB SAHARAN,1855,841,28.8,116000
Gabon,AFRICA SUB SAHARAN,1855,393,30.6,307000
Ethiopia,AFRICA SUB SAHARAN,1855,531,29.7,18400000
Eritrea,AFRICA SUB SAHARAN,1855,583,30.2,686000
Equatorial Guinea,AFRICA SUB SAHARAN,1855,382,29.8,112000
Cote d'Ivoire,AFRICA SUB SAHARAN,1855,1010,31.2,1070000
"Congo, Rep.",AFRICA SUB SAHARAN,1855,672,32.7,508000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1855,608,31.6,8240000
Comoros,AFRICA SUB SAHARAN,1855,736,32.1,62100
Chad,AFRICA SUB SAHARAN,1855,497,30.9,1800000
Central African Republic,AFRICA SUB SAHARAN,1855,504,30,934000
Cape Verde,AFRICA SUB SAHARAN,1855,616,33.8,81700
Cameroon,AFRICA SUB SAHARAN,1855,744,28.8,2830000
Burundi,AFRICA SUB SAHARAN,1855,440,31.5,1450000
Burkina Faso,AFRICA SUB SAHARAN,1855,500,29.2,1880000
Botswana,AFRICA SUB SAHARAN,1855,472,33.6,105000
Benin,AFRICA SUB SAHARAN,1855,709,31,814000
Angola,AFRICA SUB SAHARAN,1855,786,27,2530000
Tunisia,AFRICA NORTH,1855,941,28.8,1170000
Morocco,AFRICA NORTH,1855,849,33.1,2990000
Libya,AFRICA NORTH,1855,1620,33.1,284000
Egypt,AFRICA NORTH,1855,1870,33,5950000
Djibouti,AFRICA NORTH,1855,895,29.9,40400
Algeria,AFRICA NORTH,1855,1070,28.8,2980000
North Macedonia,,1855,902,36.1,534000
Eswatini,,1855,581,32.3,69600
United Kingdom,EUROPE WEST,1856,4920,43.3,28200000
Switzerland,EUROPE WEST,1856,5000,38,2460000
Sweden,EUROPE WEST,1856,1880,42.1,3680000
Spain,EUROPE WEST,1856,2130,29.5,15300000
Portugal,EUROPE WEST,1856,1580,35.6,3920000
Poland,EUROPE WEST,1856,1420,35.9,14000000
Norway,EUROPE WEST,1856,3520,50.4,1510000
Netherlands,EUROPE WEST,1856,4490,38.4,3230000
Malta,EUROPE WEST,1856,1090,28.7,166000
Luxembourg,EUROPE WEST,1856,2230,36.9,199000
Italy,EUROPE WEST,1856,2750,29.7,25400000
Ireland,EUROPE WEST,1856,3080,38.3,6220000
Iceland,EUROPE WEST,1856,1370,42.3,63700
Greece,EUROPE WEST,1856,2120,36.6,3220000
Germany,EUROPE WEST,1856,3090,38.4,35200000
France,EUROPE WEST,1856,2770,40.2,36900000
Denmark,EUROPE WEST,1856,3080,46.8,1610000
Cyprus,EUROPE WEST,1856,1310,38.5,185000
Belgium,EUROPE WEST,1856,3560,40.9,4620000
Austria,EUROPE WEST,1856,2990,34.4,4120000
Andorra,EUROPE WEST,1856,1900,,3420
Ukraine,EUROPE EAST,1856,986,36.6,15600000
Turkey,EUROPE EAST,1856,1380,35,11300000
Slovenia,EUROPE EAST,1856,1850,36.6,644000
Slovak Republic,EUROPE EAST,1856,1870,36.4,2440000
Serbia,EUROPE EAST,1856,1780,35.5,2000000
Russia,EUROPE EAST,1856,1850,29,43600000
Romania,EUROPE EAST,1856,618,35.7,8330000
Montenegro,EUROPE EAST,1856,1390,35.4,222000
Moldova,EUROPE EAST,1856,757,33.1,989000
Lithuania,EUROPE EAST,1856,1640,28.9,1320000
Latvia,EUROPE EAST,1856,970,33,1060000
Hungary,EUROPE EAST,1856,2040,36,5380000
Georgia,EUROPE EAST,1856,646,31.9,1490000
Finland,EUROPE EAST,1856,1550,30,1690000
Estonia,EUROPE EAST,1856,1210,39.3,515000
Czech Republic,EUROPE EAST,1856,2510,35,7090000
Croatia,EUROPE EAST,1856,1770,36.1,1680000
Bulgaria,EUROPE EAST,1856,1300,38.3,2530000
Bosnia and Herzegovina,EUROPE EAST,1856,784,35.1,1060000
Belarus,EUROPE EAST,1856,757,36.2,3270000
Azerbaijan,EUROPE EAST,1856,950,29.2,1220000
Armenia,EUROPE EAST,1856,592,34,574000
Albania,EUROPE EAST,1856,726,35.4,530000
Vietnam,EAST ASIA PACIFIC,1856,755,32,7100000
Vanuatu,EAST ASIA PACIFIC,1856,663,24.3,39200
Tonga,EAST ASIA PACIFIC,1856,751,28.2,18700
Timor-Leste,EAST ASIA PACIFIC,1856,582,28.9,219000
Thailand,EAST ASIA PACIFIC,1856,833,30.4,5400000
South Korea,EAST ASIA PACIFIC,1856,464,25.8,9540000
Solomon Islands,EAST ASIA PACIFIC,1856,413,25.1,82700
Singapore,EAST ASIA PACIFIC,1856,1450,34,63200
Samoa,EAST ASIA PACIFIC,1856,1590,25.4,44900
Philippines,EAST ASIA PACIFIC,1856,1150,30.9,3950000
Papua New Guinea,EAST ASIA PACIFIC,1856,619,31.5,795000
North Korea,EAST ASIA PACIFIC,1856,246,26,4510000
New Zealand,EAST ASIA PACIFIC,1856,2800,34,113000
Myanmar,EAST ASIA PACIFIC,1856,593,30.8,3990000
Mongolia,EAST ASIA PACIFIC,1856,631,31.8,653000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1856,536,26.7,19600
Marshall Islands,EAST ASIA PACIFIC,1856,558,,13500
Malaysia,EAST ASIA PACIFIC,1856,1200,30.6,597000
Lao,EAST ASIA PACIFIC,1856,945,31.9,656000
Kiribati,EAST ASIA PACIFIC,1856,579,24.9,21200
Japan,EAST ASIA PACIFIC,1856,1100,36.4,32700000
Indonesia,EAST ASIA PACIFIC,1856,878,30,23300000
Fiji,EAST ASIA PACIFIC,1856,889,26.1,135000
China,EAST ASIA PACIFIC,1856,704,26,391000000
Cambodia,EAST ASIA PACIFIC,1856,407,35,2270000
Brunei,EAST ASIA PACIFIC,1856,1710,29.2,4770
Australia,EAST ASIA PACIFIC,1856,5550,34,973000
Yemen,ASIA WEST,1856,1030,23.4,2760000
Uzbekistan,ASIA WEST,1856,563,26.9,2660000
United Arab Emirates,ASIA WEST,1856,1230,30.7,40000
Turkmenistan,ASIA WEST,1856,1220,24,510000
Tajikistan,ASIA WEST,1856,687,24.2,648000
Syria,ASIA WEST,1856,607,31.1,1510000
Sri Lanka,ASIA WEST,1856,927,32.6,2030000
Saudi Arabia,ASIA WEST,1856,2470,32.1,2230000
Qatar,ASIA WEST,1856,1350,30.8,14000
Palestine,ASIA WEST,1856,680,32.1,176000
Pakistan,ASIA WEST,1856,1020,25.8,15300000
Oman,ASIA WEST,1856,1070,32.3,350000
Nepal,ASIA WEST,1856,621,32.8,4440000
Maldives,ASIA WEST,1856,842,32.6,52000
Lebanon,ASIA WEST,1856,2780,29.7,429000
Kyrgyz Republic,ASIA WEST,1856,699,23.9,736000
Kuwait,ASIA WEST,1856,1350,26,81400
Kazakhstan,ASIA WEST,1856,1470,26.2,2830000
Jordan,ASIA WEST,1856,1350,31.7,286000
Israel,ASIA WEST,1856,887,32,220000
Iraq,ASIA WEST,1856,4100,31.2,1290000
Iran,ASIA WEST,1856,1630,25.6,7790000
India,ASIA WEST,1856,768,25.4,242000000
Bhutan,ASIA WEST,1856,678,28.8,329000
Bangladesh,ASIA WEST,1856,879,25.5,22900000
Bahrain,ASIA WEST,1856,1640,30.3,64400
Afghanistan,ASIA WEST,1856,683,27.6,3860000
Venezuela,AMERICA SOUTH,1856,1840,32.2,1430000
Uruguay,AMERICA SOUTH,1856,2730,32.9,182000
Suriname,AMERICA SOUTH,1856,2090,32.9,86300
Peru,AMERICA SOUTH,1856,1320,35.7,2820000
Paraguay,AMERICA SOUTH,1856,1310,35.5,360000
Guyana,AMERICA SOUTH,1856,1550,31.1,139000
Ecuador,AMERICA SOUTH,1856,741,32.9,873000
Colombia,AMERICA SOUTH,1856,854,32,2430000
Chile,AMERICA SOUTH,1856,1240,32,1570000
Brazil,AMERICA SOUTH,1856,1110,32,7930000
Bolivia,AMERICA SOUTH,1856,1290,33,1420000
Argentina,AMERICA SOUTH,1856,2310,33.2,1220000
United States,AMERICA NORTH,1856,3310,39.4,28400000
Trinidad and Tobago,AMERICA NORTH,1856,1500,38.8,91100
St. Vincent and the Grenadines,AMERICA NORTH,1856,1070,26,31200
St. Lucia,AMERICA NORTH,1856,987,28,25900
Panama,AMERICA NORTH,1856,1280,32.9,125000
Nicaragua,AMERICA NORTH,1856,1430,25.4,316000
Mexico,AMERICA NORTH,1856,1160,26.9,8320000
Jamaica,AMERICA NORTH,1856,1050,34.2,424000
Honduras,AMERICA NORTH,1856,1070,33.9,368000
Haiti,AMERICA NORTH,1856,916,29,1000000
Guatemala,AMERICA NORTH,1856,1150,25.8,917000
Grenada,AMERICA NORTH,1856,1120,37.3,32400
El Salvador,AMERICA NORTH,1856,1320,28.7,405000
Dominican Republic,AMERICA NORTH,1856,813,29.9,170000
Dominica,AMERICA NORTH,1856,847,,24300
Cuba,AMERICA NORTH,1856,1420,36.5,1310000
Costa Rica,AMERICA NORTH,1856,1160,30.2,113000
Canada,AMERICA NORTH,1856,2370,41.3,2980000
Belize,AMERICA NORTH,1856,740,26.5,26000
Barbados,AMERICA NORTH,1856,1170,32.1,146000
Bahamas,AMERICA NORTH,1856,1850,35.2,32300
Antigua and Barbuda,AMERICA NORTH,1856,967,33.5,37000
Zimbabwe,AFRICA SUB SAHARAN,1856,930,33.7,707000
Zambia,AFRICA SUB SAHARAN,1856,759,32.6,1600000
Uganda,AFRICA SUB SAHARAN,1856,553,25.3,3030000
Togo,AFRICA SUB SAHARAN,1856,814,31.3,527000
Tanzania,AFRICA SUB SAHARAN,1856,621,32.2,5430000
Sudan,AFRICA SUB SAHARAN,1856,618,31.4,4720000
South Sudan,AFRICA SUB SAHARAN,1856,605,26.7,1270000
South Africa,AFRICA SUB SAHARAN,1856,1740,33.5,3220000
Somalia,AFRICA SUB SAHARAN,1856,732,29.4,1480000
Sierra Leone,AFRICA SUB SAHARAN,1856,876,25.1,806000
Seychelles,AFRICA SUB SAHARAN,1856,988,37,14300
Senegal,AFRICA SUB SAHARAN,1856,593,25.2,963000
Sao Tome and Principe,AFRICA SUB SAHARAN,1856,943,31,29300
Rwanda,AFRICA SUB SAHARAN,1856,463,31.8,1520000
Nigeria,AFRICA SUB SAHARAN,1856,1040,30.4,14000000
Niger,AFRICA SUB SAHARAN,1856,532,30.8,1020000
Namibia,AFRICA SUB SAHARAN,1856,927,32.4,126000
Mozambique,AFRICA SUB SAHARAN,1856,403,30.3,4730000
Mauritius,AFRICA SUB SAHARAN,1856,1120,17.6,256000
Mauritania,AFRICA SUB SAHARAN,1856,629,32,294000
Mali,AFRICA SUB SAHARAN,1856,612,26.4,1580000
Malawi,AFRICA SUB SAHARAN,1856,353,30.3,2150000
Madagascar,AFRICA SUB SAHARAN,1856,683,30.5,2670000
Liberia,AFRICA SUB SAHARAN,1856,880,31.1,344000
Lesotho,AFRICA SUB SAHARAN,1856,363,32.8,188000
Kenya,AFRICA SUB SAHARAN,1856,1020,25.5,3470000
Guinea-Bissau,AFRICA SUB SAHARAN,1856,586,32,216000
Guinea,AFRICA SUB SAHARAN,1856,486,30.1,1070000
Ghana,AFRICA SUB SAHARAN,1856,727,28,2040000
Gambia,AFRICA SUB SAHARAN,1856,841,28.8,117000
Gabon,AFRICA SUB SAHARAN,1856,394,30.6,309000
Ethiopia,AFRICA SUB SAHARAN,1856,531,29.7,18400000
Eritrea,AFRICA SUB SAHARAN,1856,585,30.2,683000
Equatorial Guinea,AFRICA SUB SAHARAN,1856,383,29.8,112000
Cote d'Ivoire,AFRICA SUB SAHARAN,1856,1020,31.2,1080000
"Congo, Rep.",AFRICA SUB SAHARAN,1856,673,32.7,509000
"Congo, Dem. Rep.",AFRICA SUB SAHARAN,1856,611,31.6,8250000
Comoros,AFRICA SUB SAHARAN,1856,737,32.1,62500
Chad,AFRICA SUB SAHARAN,1856,499,30.9,1800000
Central African Republic,AFRICA SUB SAHARAN,1856,506,30,935000
Cape Verde,AFRICA SUB SAHARAN,1856,619,33.8,82800
Cameroon,AFRICA SUB SAHARAN,1856,747,28.8,2840000
Burundi,AFRICA SUB SAHARAN,1856,440,31.5,1450000
Burkina Faso,AFRICA SUB SAHARAN,1856,501,29.2,1890000
Botswana,AFRICA SUB SAHARAN,1856,474,33.6,106000
Benin,AFRICA SUB SAHARAN,1856,712,31,819000
Angola,AFRICA SUB SAHARAN,1856,790,27,2550000
Tunisia,AFRICA NORTH,1856,949,28.8,1180000
Morocco,AFRICA NORTH,1856,854,33.1,3020000
Libya,AFRICA NORTH,1856,1640,33.1,287000
Egypt,AFRICA NORTH,1856,1880,33,6000000
Djibouti,AFRICA NORTH,1856,898,29.9,40400
Algeria,AFRICA NORTH,1856,1090,28.8,3010000
North Macedonia,,1856,905,36.1,538000
Eswatini,,1856,584,32.3,70300
United Kingdom,EUROPE WEST,1857,4920,41.9,28400000
Switzerland,EUROPE WEST,1857,5330,38,2470000
Sweden,EUROPE WEST,1857,1930,34.6,3710000
Spain,EUROPE WEST,1857,2060,29.5,15400000
Portugal,EUROPE WEST,1857,1570,35.6,3940000
Poland,EUROPE WEST,1857,1440,35.9,14200000
Norway,EUROPE WEST,1857,3330,50.2,1530000
Netherlands,EUROPE WEST,1857,4410,35.5,3250000
Malta,EUROPE WEST,1857,1100,28.7,167000
Luxembourg,EUROPE WEST,1857,2260,36.9,200000
Italy,EUROPE WEST,1857,2970,29.7,25600000
Ireland,EUROPE WEST,1857,3120,38.3,6110000
Iceland,EUROPE WEST,1857,1390,39.5,64500
Greece,EUROPE WEST,1857,2750,36.6,3250000
Germany,EUROPE WEST,1857,3220,38.4,35400000
France,EUROPE WEST,1857,2930,39.6,36900000
Denmark,EUROPE WEST,1857,3090,42.5,1630000
Cyprus,EUROPE WEST,1857,1330,38.5,185000
Belgium,EUROPE WEST,1857,3630,40.5,4650000
Austria,EUROPE WEST,1857,3010,34.4,4150000
Andorra,EUROPE WEST,1857,1920,,3440
Ukraine,EUROPE EAST,1857,992,36.6,15700000
Turkey,EUROPE EAST,1857,1380,35,11300000
Slovenia,EUROPE EAST,1857,1860,36.6,650000
Slovak Republic,EUROPE EAST,1857,1880,36.4,2450000
Serbia,EUROPE EAST,1857,1790,35.5,1990000
Russia,EUROPE EAST,1857,1860,29.6,44000000
Romania,EUROPE EAST,1857,627,35.7,8390000
Montenegro,EUROPE EAST,1857,1390,35.4,225000
Moldova,EUROPE EAST,1857,761,33.1,998000
Lithuania,EUROPE EAST,1857,1650,28.9,1340000
Latvia,EUROPE EAST,1857,977,33,1080000
Hungary,EUROPE EAST,1857,2080,36,5410000
Georgia,EUROPE EAST,1857,649,31.9,1500000
Finland,EUROPE EAST,1857,1550,30.1,1700000
Estonia,EUROPE EAST,1857,1220,39.3,521000
Czech Republic,EUROPE EAST,1857,2520,35,7140000
Croatia,EUROPE EAST,1857,1770,36.1,1700000
Bulgaria,EUROPE EAST,1857,1310,38.3,2530000
Bosnia and Herzegovina,EUROPE EAST,1857,784,35.1,1070000
Belarus,EUROPE EAST,1857,762,36.2,3300000
Azerbaijan,EUROPE EAST,1857,955,29.2,1230000
Armenia,EUROPE EAST,1857,594,34,579000
Albania,EUROPE EAST,1857,728,35.4,535000
Vietnam,EAST ASIA PACIFIC,1857,754,32,7300000
Vanuatu,EAST ASIA PACIFIC,1857,666,24.3,39500
Tonga,EAST ASIA PACIFIC,1857,753,28.2,18800
Timor-Leste,EAST ASIA PACIFIC,1857,583,28.9,222000
Thailand,EAST ASIA PACIFIC,1857,834,30.4,5430000
South Korea,EAST ASIA PACIFIC,1857,464,25.8,9540000
Solomon Islands,EAST ASIA PACIFIC,1857,415,25.1,83400
Singapore,EAST ASIA PACIFIC,1857,1470,34,64500
Samoa,EAST ASIA PACIFIC,1857,1590,25.4,44600
Philippines,EAST ASIA PACIFIC,1857,1150,30.9,4010000
Papua New Guinea,EAST ASIA PACIFIC,1857,621,31.5,801000
North Korea,EAST ASIA PACIFIC,1857,246,26,4520000
New Zealand,EAST ASIA PACIFIC,1857,2990,34,118000
Myanmar,EAST ASIA PACIFIC,1857,593,30.8,4000000
Mongolia,EAST ASIA PACIFIC,1857,632,31.8,654000
"Micronesia, Fed. Sts.",EAST ASIA PACIFIC,1857,536,26.7,19700
Marshall Islands,EAST ASIA PACIFIC,1857,558,,13800
Malaysia,EAST ASIA PACIFIC,1857,1200,30.6,609000
Lao,EAST ASIA PACIFIC,1857,947,31.9,661000
Kiribati,EAST ASIA PACIFIC,1857,579,24.9,21300
Japan,EAST ASIA PACIFIC,1857,1100,36.4,32800000
Indonesia,EAST ASIA PACIFIC,1857,841,30,23500000
Fiji,EAST ASIA PACIFIC,1857,892,26.1,134000
China,EAST ASIA PACIFIC,1857,708,26.7,387000000
Cambodia,EAST ASIA PACIFIC,1857,407,35,2270000
Brunei,EAST ASIA PACIFIC,1857,1720,29.2,4870
